t,x,y,r,Î¸
0.000,37.73,7.170,38.40,10.8
0.017,37.78,6.900,38.41,10.4
0.033,37.85,6.573,38.42,9.9
0.050,37.93,6.183,38.43,9.3
0.067,38.01,5.738,38.44,8.6
0.083,38.09,5.243,38.45,7.8
0.100,38.17,4.691,38.46,7.0
0.117,38.26,4.099,38.47,6.1
0.133,38.34,3.468,38.50,5.2
0.150,38.42,2.803,38.52,4.2
0.167,38.48,2.108,38.54,3.1
0.184,38.52,1.390,38.55,2.1
0.200,38.55,0.637,38.56,0.9
0.217,38.57,-0.119,38.57,-0.2
0.234,38.58,-0.885,38.59,-1.3
0.250,38.58,-1.652,38.61,-2.5
0.267,38.55,-2.418,38.63,-3.6
0.284,38.51,-3.163,38.64,-4.7
0.300,38.47,-3.897,38.67,-5.8
0.317,38.40,-4.622,38.68,-6.9
0.334,38.33,-5.296,38.69,-7.9
0.350,38.25,-5.939,38.70,-8.8
0.367,38.16,-6.543,38.71,-9.7
0.384,38.08,-7.104,38.73,-10.6
0.400,38.00,-7.627,38.76,-11.3
0.417,37.92,-8.082,38.77,-12.0
0.434,37.84,-8.481,38.78,-12.6
0.450,37.78,-8.817,38.79,-13.1
0.467,37.72,-9.095,38.80,-13.6
0.484,37.67,-9.310,38.81,-13.9
0.500,37.64,-9.461,38.81,-14.1
0.517,37.63,-9.534,38.82,-14.2
0.534,37.63,-9.531,38.82,-14.2
0.551,37.65,-9.463,38.82,-14.1
0.567,37.68,-9.337,38.82,-13.9
0.584,37.71,-9.150,38.80,-13.6
0.601,37.77,-8.890,38.80,-13.2
0.617,37.83,-8.565,38.79,-12.8
0.634,37.91,-8.181,38.78,-12.2
0.651,37.99,-7.739,38.77,-11.5
0.667,38.06,-7.242,38.75,-10.8
0.684,38.15,-6.696,38.73,-10.0
0.701,38.25,-6.094,38.74,-9.1
0.717,38.31,-5.475,38.70,-8.1
0.734,38.38,-4.810,38.68,-7.1
0.751,38.44,-4.109,38.66,-6.1
0.767,38.49,-3.389,38.64,-5.0
0.784,38.53,-2.644,38.62,-3.9
0.801,38.56,-1.895,38.61,-2.8
0.817,38.57,-1.130,38.59,-1.7
0.834,38.56,-0.364,38.57,-0.5
0.851,38.54,0.400,38.54,0.6
0.868,38.51,1.139,38.53,1.7
0.884,38.46,1.859,38.50,2.8
0.901,38.40,2.561,38.48,3.8
0.918,38.32,3.230,38.46,4.8
0.934,38.25,3.865,38.45,5.8
0.951,38.17,4.468,38.43,6.7
0.968,38.09,5.030,38.42,7.5
0.984,38.00,5.536,38.40,8.3
1.001,37.91,5.998,38.39,9.0
1.018,37.83,6.411,38.37,9.6
1.034,37.76,6.761,38.36,10.1
1.051,37.71,7.043,38.36,10.6
1.068,37.65,7.285,38.35,11.0
1.084,37.61,7.438,38.34,11.2
1.101,37.59,7.545,38.34,11.3
1.118,37.59,7.578,38.34,11.4
1.134,37.59,7.556,38.34,11.4
1.151,37.61,7.453,38.34,11.2
1.168,37.65,7.302,38.35,11.0
1.185,37.69,7.077,38.35,10.6
1.201,37.75,6.790,38.36,10.2
1.218,37.83,6.454,38.37,9.7
1.235,37.89,6.051,38.37,9.1
1.251,37.98,5.601,38.39,8.4
1.268,38.07,5.088,38.41,7.6
1.285,38.16,4.530,38.42,6.8
1.301,38.23,3.938,38.44,5.9
1.318,38.31,3.302,38.45,4.9
1.335,38.38,2.632,38.47,3.9
1.351,38.43,1.929,38.48,2.9
1.368,38.48,1.192,38.49,1.8
1.385,38.51,0.446,38.52,0.7
1.401,38.53,-0.314,38.54,-0.5
1.418,38.54,-1.070,38.56,-1.6
1.435,38.53,-1.832,38.57,-2.7
1.451,38.50,-2.588,38.59,-3.8
1.468,38.46,-3.340,38.61,-5.0
1.485,38.41,-4.061,38.62,-6.0
1.502,38.34,-4.762,38.63,-7.1
1.518,38.27,-5.436,38.65,-8.1
1.535,38.19,-6.064,38.67,-9.0
1.552,38.10,-6.661,38.68,-9.9
1.568,38.02,-7.214,38.70,-10.7
1.585,37.94,-7.705,38.71,-11.5
1.602,37.85,-8.141,38.72,-12.1
1.618,37.78,-8.525,38.73,-12.7
1.635,37.71,-8.851,38.74,-13.2
1.652,37.66,-9.107,38.75,-13.6
1.668,37.62,-9.297,38.75,-13.9
1.685,37.59,-9.432,38.75,-14.1
1.702,37.59,-9.503,38.77,-14.2
1.718,37.59,-9.505,38.77,-14.2
1.735,37.61,-9.430,38.77,-14.1
1.752,37.63,-9.285,38.76,-13.9
1.768,37.68,-9.087,38.76,-13.6
1.785,37.73,-8.816,38.75,-13.2
1.802,37.80,-8.483,38.74,-12.6
1.818,37.87,-8.076,38.72,-12.0
1.835,37.95,-7.616,38.71,-11.3
1.852,38.04,-7.114,38.70,-10.6
1.869,38.12,-6.556,38.68,-9.8
1.885,38.20,-5.950,38.66,-8.9
1.902,38.28,-5.304,38.65,-7.9
1.919,38.36,-4.622,38.63,-6.9
1.935,38.42,-3.921,38.62,-5.8
1.952,38.47,-3.187,38.60,-4.7
1.969,38.50,-2.439,38.58,-3.6
1.985,38.52,-1.684,38.56,-2.5
2.002,38.53,-0.921,38.54,-1.4
2.019,38.53,-0.161,38.53,-0.2
2.035,38.50,0.591,38.51,0.9
2.052,38.46,1.324,38.49,2.0
2.069,38.41,2.046,38.47,3.0
2.085,38.35,2.744,38.45,4.1
2.102,38.28,3.405,38.43,5.1
2.119,38.21,4.039,38.42,6.0
2.135,38.13,4.628,38.41,6.9
2.152,38.05,5.171,38.40,7.7
2.169,37.96,5.669,38.38,8.5
2.186,37.88,6.116,38.37,9.2
2.202,37.81,6.501,38.36,9.8
2.219,37.74,6.830,38.36,10.3
2.236,37.68,7.105,38.34,10.7
2.252,37.64,7.317,38.34,11.0
2.269,37.60,7.467,38.34,11.2
2.286,37.58,7.555,38.33,11.4
2.302,37.58,7.572,38.34,11.4
2.319,37.59,7.524,38.34,11.3
2.336,37.62,7.420,38.34,11.2
2.352,37.66,7.249,38.35,10.9
2.369,37.71,7.010,38.36,10.5
2.386,37.78,6.705,38.37,10.1
2.402,37.85,6.346,38.38,9.5
2.419,37.93,5.922,38.39,8.9
2.436,38.02,5.451,38.41,8.2
2.452,38.11,4.936,38.42,7.4
2.469,38.18,4.372,38.43,6.5
2.486,38.26,3.776,38.45,5.6
2.502,38.34,3.131,38.46,4.7
2.519,38.40,2.448,38.48,3.6
2.536,38.46,1.734,38.50,2.6
2.553,38.50,1.011,38.52,1.5
2.569,38.53,0.268,38.53,0.4
2.586,38.54,-0.484,38.54,-0.7
2.603,38.55,-1.241,38.57,-1.8
2.619,38.52,-1.996,38.57,-3.0
2.636,38.50,-2.743,38.60,-4.1
2.653,38.45,-3.482,38.61,-5.2
2.669,38.40,-4.196,38.63,-6.2
2.686,38.33,-4.882,38.64,-7.3
2.703,38.26,-5.532,38.65,-8.2
2.719,38.18,-6.155,38.67,-9.2
2.736,38.10,-6.737,38.69,-10.0
2.753,38.01,-7.264,38.70,-10.8
2.769,37.93,-7.746,38.72,-11.5
2.786,37.85,-8.169,38.72,-12.2
2.803,37.79,-8.536,38.74,-12.7
2.819,37.73,-8.806,38.74,-13.1
2.836,37.67,-9.085,38.75,-13.6
2.853,37.63,-9.269,38.75,-13.8
2.870,37.60,-9.374,38.75,-14.0
2.886,37.59,-9.414,38.75,-14.1
2.903,37.60,-9.391,38.76,-14.0
2.920,37.62,-9.307,38.75,-13.9
2.936,37.65,-9.149,38.75,-13.7
2.953,37.70,-8.924,38.74,-13.3
2.970,37.76,-8.638,38.74,-12.9
2.986,37.84,-8.284,38.73,-12.3
3.003,37.91,-7.871,38.72,-11.7
3.020,37.99,-7.410,38.70,-11.0
3.036,38.07,-6.898,38.69,-10.3
3.053,38.15,-6.330,38.67,-9.4
3.070,38.23,-5.722,38.66,-8.5
3.086,38.31,-5.071,38.65,-7.5
3.103,38.38,-4.392,38.63,-6.5
3.120,38.43,-3.688,38.61,-5.5
3.136,38.48,-2.967,38.60,-4.4
3.153,38.51,-2.231,38.57,-3.3
3.170,38.53,-1.473,38.55,-2.2
3.187,38.53,-0.722,38.54,-1.1
3.203,38.52,2.872E-2,38.52,0.0
3.220,38.50,0.770,38.50,1.1
3.237,38.45,1.490,38.48,2.2
3.253,38.41,2.204,38.47,3.3
3.270,38.35,2.889,38.46,4.3
3.287,38.27,3.539,38.43,5.3
3.303,38.20,4.151,38.42,6.2
3.320,38.12,4.724,38.41,7.1
3.337,38.04,5.260,38.40,7.9
3.353,37.95,5.735,38.38,8.6
3.370,37.88,6.160,38.38,9.2
3.387,37.80,6.532,38.36,9.8
3.403,37.75,6.847,38.36,10.3
3.420,37.70,7.102,38.36,10.7
3.437,37.65,7.294,38.35,11.0
3.453,37.62,7.417,38.35,11.2
3.470,37.61,7.491,38.35,11.3
3.487,37.62,7.488,38.35,11.3
3.503,37.64,7.426,38.37,11.2
3.520,37.67,7.308,38.37,11.0
3.537,37.72,7.122,38.38,10.7
3.554,37.77,6.864,38.39,10.3
3.570,37.84,6.548,38.40,9.8
3.587,37.91,6.174,38.41,9.3
3.604,37.98,5.745,38.41,8.6
3.620,38.07,5.267,38.43,7.9
3.637,38.15,4.741,38.45,7.1
3.654,38.24,4.173,38.47,6.2
3.670,38.31,3.558,38.48,5.3
3.687,38.38,2.907,38.49,4.3
3.704,38.44,2.226,38.51,3.3
3.720,38.49,1.513,38.52,2.3
3.737,38.53,0.790,38.54,1.2
3.754,38.56,5.046E-2,38.56,0.1
3.770,38.57,-0.696,38.58,-1.0
3.787,38.56,-1.451,38.59,-2.2
3.804,38.54,-2.201,38.61,-3.3
3.820,38.51,-2.941,38.62,-4.4
3.837,38.47,-3.657,38.64,-5.4
3.854,38.41,-4.356,38.65,-6.5
3.871,38.34,-5.028,38.67,-7.5
3.887,38.27,-5.668,38.68,-8.4
3.904,38.19,-6.273,38.70,-9.3
3.921,38.11,-6.835,38.72,-10.2
3.937,38.02,-7.343,38.73,-10.9
3.954,37.94,-7.801,38.74,-11.6
3.971,37.87,-8.202,38.75,-12.2
3.987,37.80,-8.561,38.75,-12.8
4.004,37.74,-8.846,38.76,-13.2
4.021,37.69,-9.067,38.77,-13.5
4.037,37.66,-9.215,38.77,-13.7
4.054,37.63,-9.300,38.76,-13.9
4.071,37.62,-9.326,38.76,-13.9
4.087,37.63,-9.279,38.76,-13.9
4.104,37.65,-9.182,38.76,-13.7
4.121,37.69,-9.014,38.76,-13.4
4.137,37.73,-8.773,38.74,-13.1
4.154,37.79,-8.469,38.73,-12.6
4.171,37.86,-8.107,38.72,-12.1
4.188,37.93,-7.679,38.70,-11.4
4.204,38.01,-7.202,38.69,-10.7
4.221,38.10,-6.674,38.68,-9.9
4.238,38.18,-6.102,38.66,-9.1
4.254,38.25,-5.496,38.65,-8.2
4.271,38.32,-4.839,38.62,-7.2
4.288,38.38,-4.165,38.61,-6.2
4.304,38.44,-3.457,38.59,-5.1
4.321,38.49,-2.727,38.58,-4.1
4.338,38.51,-1.987,38.56,-3.0
4.354,38.52,-1.237,38.54,-1.8
4.371,38.52,-0.493,38.53,-0.7
4.388,38.50,0.246,38.50,0.4
4.404,38.48,0.976,38.49,1.5
4.421,38.44,1.687,38.47,2.5
4.438,38.39,2.392,38.46,3.6
4.454,38.32,3.052,38.44,4.6
4.471,38.26,3.690,38.43,5.5
4.488,38.18,4.293,38.42,6.4
4.505,38.10,4.840,38.41,7.2
4.521,38.01,5.357,38.39,8.0
4.538,37.93,5.818,38.38,8.7
4.555,37.86,6.223,38.37,9.3
4.571,37.80,6.576,38.37,9.9
4.588,37.74,6.872,38.36,10.3
4.605,37.69,7.103,38.35,10.7
4.621,37.65,7.276,38.35,10.9
4.638,37.63,7.390,38.35,11.1
4.655,37.62,7.439,38.35,11.2
4.671,37.63,7.421,38.35,11.2
4.688,37.65,7.341,38.36,11.0
4.705,37.68,7.202,38.36,10.8
4.721,37.72,6.999,38.37,10.5
4.738,37.78,6.730,38.38,10.1
4.755,37.85,6.407,38.38,9.6
4.771,37.92,6.022,38.40,9.0
4.788,38.00,5.579,38.41,8.4
4.805,38.09,5.090,38.43,7.6
4.821,38.17,4.553,38.44,6.8
4.838,38.25,3.968,38.45,5.9
4.855,38.33,3.346,38.47,5.0
4.872,38.40,2.690,38.49,4.0
4.888,38.45,2.000,38.50,3.0
4.905,38.50,1.297,38.52,1.9
4.922,38.53,0.566,38.54,0.8
4.938,38.54,-4.191E-2,38.54,-0.1
4.955,38.57,-0.830,38.58,-1.2
4.972,38.56,-1.666,38.59,-2.5
4.988,38.53,-2.407,38.61,-3.6
5.005,38.50,-3.135,38.63,-4.7
5.022,38.45,-3.850,38.64,-5.7
5.038,38.39,-4.543,38.66,-6.7
5.055,38.31,-5.205,38.67,-7.7
5.072,38.24,-5.831,38.68,-8.7
5.088,38.16,-6.423,38.70,-9.6
5.105,38.08,-6.969,38.71,-10.4
5.122,38.00,-7.456,38.72,-11.1
5.138,37.92,-7.905,38.73,-11.8
5.155,37.84,-8.291,38.74,-12.4
5.172,37.78,-8.624,38.75,-12.9
5.189,37.72,-8.885,38.76,-13.3
5.205,37.68,-9.084,38.76,-13.6
5.222,37.65,-9.227,38.76,-13.8
5.239,37.63,-9.304,38.77,-13.9
5.255,37.64,-9.308,38.77,-13.9
5.272,37.66,-9.248,38.78,-13.8
5.289,37.68,-9.123,38.77,-13.6
5.305,37.72,-8.931,38.76,-13.3
5.322,37.77,-8.677,38.76,-12.9
5.339,37.83,-8.355,38.75,-12.5
5.355,37.90,-7.979,38.73,-11.9
5.372,37.98,-7.539,38.72,-11.2
5.389,38.05,-7.041,38.70,-10.5
5.405,38.13,-6.507,38.68,-9.7
5.422,38.21,-5.909,38.66,-8.8
5.439,38.29,-5.287,38.65,-7.9
5.455,38.35,-4.629,38.63,-6.9
5.472,38.41,-3.946,38.62,-5.9
5.489,38.46,-3.233,38.60,-4.8
5.505,38.50,-2.514,38.58,-3.7
5.522,38.52,-1.770,38.56,-2.6
5.539,38.53,-1.030,38.54,-1.5
5.556,38.52,-0.289,38.52,-0.4
5.572,38.50,0.448,38.50,0.7
5.589,38.47,1.166,38.49,1.7
5.606,38.43,1.882,38.48,2.8
5.622,38.37,2.568,38.46,3.8
5.639,38.31,3.224,38.45,4.8
5.656,38.23,3.841,38.43,5.7
5.672,38.17,4.424,38.42,6.6
5.689,38.09,4.964,38.41,7.4
5.706,38.01,5.460,38.40,8.2
5.722,37.93,5.902,38.38,8.8
5.739,37.87,6.295,38.39,9.4
5.756,37.80,6.621,38.38,9.9
5.772,37.75,6.898,38.38,10.4
5.789,37.71,7.116,38.38,10.7
5.806,37.68,7.269,38.38,10.9
5.822,37.66,7.362,38.38,11.1
5.839,37.67,7.399,38.39,11.1
5.856,37.68,7.360,38.39,11.1
5.873,37.70,7.265,38.39,10.9
5.889,37.73,7.104,38.40,10.7
5.906,37.78,6.889,38.41,10.3
5.923,37.84,6.605,38.41,9.9
5.939,37.90,6.263,38.41,9.4
5.956,37.98,5.859,38.43,8.8
5.973,38.06,5.409,38.44,8.1
5.989,38.14,4.907,38.45,7.3
6.006,38.22,4.362,38.46,6.5
6.023,38.30,3.767,38.48,5.6
6.039,38.37,3.134,38.50,4.7
6.056,38.44,2.473,38.52,3.7
6.073,38.49,1.793,38.53,2.7
6.089,38.52,1.077,38.54,1.6
6.106,38.55,0.352,38.55,0.5
6.123,38.57,-0.379,38.57,-0.6
6.139,38.57,-1.116,38.59,-1.7
6.156,38.56,-1.859,38.60,-2.8
6.173,38.53,-2.602,38.62,-3.9
6.190,38.49,-3.326,38.64,-4.9
6.206,38.45,-4.031,38.66,-6.0
6.223,38.38,-4.709,38.67,-7.0
6.240,38.31,-5.355,38.68,-8.0
6.256,38.23,-5.955,38.70,-8.9
6.273,38.15,-6.532,38.71,-9.7
6.290,38.07,-7.054,38.72,-10.5
6.306,37.99,-7.538,38.74,-11.2
6.323,37.91,-7.949,38.73,-11.8
6.340,37.84,-8.311,38.75,-12.4
6.356,37.78,-8.623,38.75,-12.9
6.373,37.73,-8.869,38.76,-13.2
6.390,37.69,-9.055,38.76,-13.5
6.406,37.66,-9.168,38.76,-13.7
6.423,37.65,-9.217,38.76,-13.8
6.440,37.65,-9.195,38.76,-13.7
6.456,37.67,-9.120,38.76,-13.6
6.473,37.69,-8.979,38.75,-13.4
6.490,37.73,-8.770,38.74,-13.1
6.506,37.79,-8.496,38.73,-12.7
6.523,37.85,-8.166,38.72,-12.2
6.540,37.92,-7.772,38.71,-11.6
6.557,37.99,-7.328,38.69,-10.9
6.573,38.07,-6.824,38.67,-10.2
6.590,38.14,-6.279,38.66,-9.3
6.607,38.23,-5.685,38.65,-8.5
6.623,38.30,-5.057,38.63,-7.5
6.640,38.37,-4.402,38.62,-6.5
6.657,38.42,-3.719,38.60,-5.5
6.673,38.46,-3.003,38.58,-4.5
6.690,38.50,-2.269,38.56,-3.4
6.707,38.52,-1.535,38.55,-2.3
6.723,38.52,-0.794,38.53,-1.2
6.740,38.51,-5.650E-2,38.51,-0.1
6.757,38.49,0.674,38.50,1.0
6.773,38.45,1.392,38.48,2.1
6.790,38.41,2.073,38.46,3.1
6.807,38.35,2.742,38.45,4.1
6.823,38.28,3.380,38.43,5.0
6.840,38.21,3.986,38.42,6.0
6.857,38.14,4.548,38.41,6.8
6.874,38.06,5.066,38.39,7.6
6.890,37.98,5.539,38.38,8.3
6.907,37.91,5.968,38.38,8.9
6.924,37.84,6.330,38.36,9.5
6.940,37.78,6.648,38.36,10.0
6.957,37.73,6.900,38.35,10.4
6.974,37.69,7.103,38.35,10.7
6.990,37.66,7.232,38.35,10.9
